1043,496,54,21
1043,496,54,21
1043,496,54,21
1043,496,53,21
1043,496,53,21
1043,498,50,19
1043,498,50,19
1043,498,50,19
1043,498,50,19
1043,498,51,19
1043,498,50,19
1042,498,50,19
1042,498,50,19
1042,500,48,17
1042,500,48,17
1042,500,48,17
1042,500,48,17
1042,500,48,17
1042,500,48,17
1042,500,48,17
1042,501,48,17
1042,501,48,17
1042,501,50,18
1043,501,48,17
1042,502,50,18
1043,502,48,17
1042,503,49,18
1043,504,47,17
1044,504,48,17
1043,504,50,18
1043,504,48,17
1043,504,49,17
1044,505,41,17
1043,505,40,17
1043,506,40,16
1042,506,40,17
1041,507,40,16
1039,507,45,15
1038,508,44,15
1036,509,44,15
1035,509,44,15
1035,510,43,15
1035,510,43,15
1035,510,43,15
1035,510,43,15
1035,510,43,15
1035,510,43,15
1035,510,43,15
1035,510,43,15
1035,510,44,15
1035,510,43,15
1035,510,43,15
1034,510,44,15
1034,510,43,15
1033,510,43,15
1032,510,42,15
1031,511,42,15
1030,511,41,14
1029,512,41,14
1028,512,40,14
1028,512,39,14
1028,512,40,14
1028,512,39,14
1028,512,40,14
1028,512,40,14
1028,512,40,14
1028,512,40,14
1028,512,41,14
1028,512,40,14
1028,512,40,14
1028,512,40,14
1028,513,38,13
1028,512,39,14
1028,512,38,13
1028,513,38,13
1026,513,38,13
1024,514,37,13
1022,514,37,13
1020,515,37,13
1019,515,37,13
1017,515,36,13
1016,515,36,13
1016,516,37,14
1014,516,38,14
1013,516,37,14
1011,516,37,14
1009,515,38,14
1007,515,39,15
1006,515,37,14
1004,515,38,15
1002,515,37,14
1000,514,38,14
997,514,38,14
995,514,38,15
993,514,38,14
990,514,39,15
987,514,38,14
984,514,39,15
982,514,39,15
979,514,38,14
976,514,38,14
973,514,39,15
971,514,37,14
966,514,39,15
964,514,38,15
961,514,38,14
958,514,38,14
955,514,38,14
953,513,39,15
953,513,38,15
953,514,37,14
954,513,38,15
956,513,37,14
958,513,37,14
960,514,36,14
961,513,37,14
962,513,37,14
960,513,36,14
957,513,36,14
955,513,36,14
951,513,36,14
946,513,36,14
939,512,36,14
935,512,36,14
931,511,36,14
922,511,36,14
916,511,36,14
908,511,37,13
903,511,37,13
897,511,37,13
891,511,37,13
886,511,37,13
879,511,37,13
873,511,37,13
867,511,37,13
855,511,37,13
850,510,37,13
846,510,37,13
836,510,37,13
832,510,37,13
826,508,37,13
822,508,37,13
813,508,37,13
810,507,37,13
808,507,37,13
800,508,37,13
801,508,37,13
791,507,37,13
786,507,37,13
781,506,37,13
777,507,37,13
772,507,37,13
770,506,37,13
765,506,37,13
762,506,37,13
759,506,37,13
755,506,37,13
752,505,41,12
746,505,41,13
740,505,41,13
738,505,41,13
734,505,41,13
731,505,41,13
728,505,41,13
725,505,41,13
720,505,41,13
718,505,41,13
715,504,41,13
712,503,41,13
714,504,41,13
712,503,41,13
711,504,41,13
707,503,41,13
703,504,41,13
705,503,41,13
699,503,41,13
695,503,41,13
693,502,41,13
690,502,41,13
690,502,41,13
685,501,41,13
684,501,41,13
683,501,41,13
682,501,41,13
680,501,41,13
679,501,41,13
677,501,41,13
677,501,41,13
676,501,41,13
676,501,41,13
676,501,41,13
675,501,41,13
675,501,41,13
678,501,41,13
680,501,41,13
681,501,41,13
684,500,41,13
684,501,41,13
686,501,41,13
687,501,41,13
689,501,41,13
692,501,41,13
693,501,41,13
692,500,41,13
697,500,41,13
697,500,41,13
701,500,41,13
703,500,41,13
706,500,41,13
709,500,41,13
711,500,41,13
714,500,41,13
716,500,41,13
719,500,41,13
722,500,41,13
725,500,41,13
732,499,41,13
735,499,41,13
739,499,41,13
743,499,41,13
746,499,41,13
747,498,41,13
751,498,41,13
755,498,41,13
758,498,41,13
761,498,41,13
764,498,41,13
767,498,41,13
770,498,41,13
772,498,41,13
774,498,41,13
776,498,41,13
778,498,41,13
779,498,41,13
781,498,41,13
781,497,41,13
781,496,41,13
781,496,41,13
786,497,33,12
782,496,33,12
785,496,33,12
786,496,32,14
785,495,32,14
784,494,32,14
778,493,32,14
775,493,32,14
773,493,32,14
771,493,32,14
768,493,32,14
765,493,32,14
760,493,32,14
754,493,32,14
752,493,32,14
750,493,32,14
747,493,32,14
747,493,32,14
746,493,32,14
744,493,32,14
744,493,32,14
743,493,32,14
743,493,32,14
744,493,32,14
749,493,32,14
749,492,32,14
755,493,32,14
758,492,32,14
756,491,32,14
759,492,32,14
764,491,32,14
768,491,32,14
771,492,32,14
775,490,32,14
776,490,32,14
782,490,32,14
793,491,32,14
790,490,32,14
801,490,32,14
800,491,32,14
805,490,32,14
813,490,32,14
819,490,32,14
825,490,32,14
831,490,32,14
843,490,32,14
849,490,32,14
855,490,32,14
859,489,32,14
865,489,32,14
871,489,32,14
875,489,32,14
879,489,32,14
884,489,32,14
888,488,32,14
891,488,32,14
895,488,32,14
900,488,32,14
904,487,32,14
907,485,32,16
912,485,32,16
915,485,32,16
920,485,32,16
924,484,32,16
928,484,32,16
932,484,32,16
936,483,32,16
940,483,32,16
943,482,32,16
947,482,32,16
951,481,32,16
957,480,32,16
960,480,32,16
964,480,32,16
967,479,32,16
970,479,32,16
974,478,32,16
977,477,32,16
981,476,32,16
983,476,32,16
987,475,32,16
990,474,32,16
993,474,32,16
995,473,32,16
995,470,32,16
995,470,32,16
995,469,32,16
993,469,32,16
987,468,32,16
984,468,32,16
979,467,32,16
974,466,32,16
968,465,32,16
962,465,32,16
955,463,32,16
949,463,32,16
942,463,32,16
934,463,32,16
928,463,32,16
917,461,32,16
911,461,32,16
905,459,33,18
899,459,33,18
892,460,30,16
882,460,29,15
876,459,31,16
873,459,30,16
870,458,31,16
868,457,30,16
867,456,32,16
868,456,31,16
869,455,31,16
870,454,31,16
872,453,32,16
874,452,31,16
876,451,30,16
879,450,31,16
882,449,30,16
886,448,30,16
888,447,30,16
890,446,32,17
892,446,32,17
896,445,30,16
899,444,32,16
906,442,26,16
908,441,27,16
911,440,26,16
912,439,25,15
900,438,54,17
902,438,53,17
903,437,57,18
907,438,53,17
907,438,53,17
913,437,50,18
914,437,50,18
918,435,46,18
918,435,47,19
920,435,43,17
920,435,44,17
921,435,39,19
922,434,38,18
918,435,47,19
918,435,46,19
919,435,43,20
922,437,52,17
922,438,52,17
923,438,50,17
924,439,49,16
926,440,48,16
926,443,48,17
925,443,50,16
923,441,44,18
927,442,47,18
933,441,50,17
934,440,60,20
934,440,51,18
935,441,47,20
946,443,30,18
949,444,28,17
950,445,28,17
944,445,36,18
947,447,32,16
949,447,32,16
950,448,31,16
951,447,32,16
956,450,34,16
958,449,31,15
950,449,44,16
953,449,42,17
955,448,44,16
960,448,39,15
962,448,48,15
964,450,45,13
967,450,44,13
970,448,44,15
978,447,42,14
986,447,34,16
990,450,34,14
990,445,33,13
993,445,33,13
995,445,33,13
999,445,33,13
1004,445,33,13
1008,445,33,13
1007,445,33,13
1006,446,33,13
1011,447,33,13
1011,446,33,13
1025,445,33,13
1033,446,33,13
1038,444,33,13
1040,441,33,13
1040,443,33,13
1046,442,33,13
1047,442,33,13
1047,442,33,13
1069,442,33,13
1056,442,33,13
1058,441,33,13
1063,441,33,13
1063,442,33,13
1066,442,33,13
1068,442,33,13
1068,443,33,13
1078,443,33,13
1068,443,33,13
1072,442,33,13
1072,443,39,12
1072,443,39,12
1071,443,39,12
1068,443,39,12
1074,442,39,12
1074,442,39,12
1074,438,39,12
1067,439,39,12
1065,439,39,12
1063,435,32,13
1058,434,32,13
1055,434,32,13
1049,432,29,14
1047,431,27,16
1041,430,34,16
1025,430,41,17
1017,429,41,16
1013,429,45,15
1006,427,54,18
1001,429,45,14
993,425,47,17
990,424,43,16
984,423,42,16
976,421,43,16
970,420,43,16
963,420,42,15
954,419,51,16
956,419,44,14
954,417,48,15
950,415,47,16
947,413,49,18
947,412,47,17
947,411,44,16
943,411,45,15
941,409,47,17
932,409,49,15
935,408,47,15
935,406,43,16
941,405,38,18
938,403,40,16
946,403,49,14
948,401,54,16
966,400,40,16
957,398,57,17
967,397,54,17
979,394,56,17
986,393,55,17
991,392,52,16
995,389,59,18
996,387,63,19
